name,style,abv,ibu,color
Lemon Drop Smash Pa,American Pale Ale,5.51,39.52,5.99
Altbier Dusseldorf Harvat,Düsseldorf Altbier,5.06,37,12.99
Brakspear Bitter,Ordinary Bitter,3.32,32.62,11.35
#60 Wee Heavy,Wee Heavy,6.92,24.38,21.4
American Brown ALE!!!,American Brown Ale,5.35,33.7,19.47
Burning River Pale Ale Clone,American Pale Ale,7.23,98.95,14.26
Maris - Chinook SMaSH,English IPA,6.82,50.96,6.93
Belgian Pale Ale,Belgian Pale Ale,5.38,22.61,9.42
Burning River Pale Ale Clone,American Pale Ale,7.23,98.95,14.26
JB's Monster Punk IPA,American IPA,7.11,65.96,6.3
German Gose Partial Mash,Gose,6.93,25.44,4.98
Bitter,Ordinary Bitter,3.76,33.4,9.24
Belgian Revisited,Belgian Golden Strong Ale,7.67,43.5,5.78
Citra Pale Ale CPA,American Pale Ale,4.97,59.1,4.27
Rhubarb Gose,Gose,4.35,10.04,3.71
Mexican Lime Pilsner,American Light Lager,5.49,25.18,3.59
Milk Stout,American Stout,5.96,22.7,40.12
Citrazilla - Yuzu IPA,American IPA,6.53,37.57,7.04
Fruity Pale Ale,American Pale Ale,6.91,57.02,5.44
Blueberry Pineapple IPA,American IPA,6.18,65.84,4.71
Mango Sour (Berliner Weisse),Berliner Weisse,3.54,6.83,3.91
Storm Hurricane IPA Clone,American IPA,6.34,69.36,6.21
Coffee Cream Stout,Sweet Stout,6,21.2,42.1
Duval Belgian Ale Clone,Belgian Specialty Ale,6.01,23.32,6.69
Summer Blonde Ale,Blonde Ale,4.08,21.66,4
Chinook/Centennial IPA 1,American IPA,7.02,115.26,8.28
Duval Belgian Ale Clone,Belgian Specialty Ale,6.01,23.32,6.69
Nelson Sauvin Pale Ale,American Pale Ale,5.56,44.92,5.24
Summer Blonde Ale,Blonde Ale,4.08,21.66,4
Pliny The Elder Clone Extract,Double IPA,7.82,92.48,7.46
Aventinus Weizenbock,Weizenbock,8.2,15.54,13.52
Nut Brown Ale - Partial Mash,Northern English Brown,6.3,26.38,19.87
Sunshine Wheat Beer Clone,American Wheat or Rye Beer,4.87,19.84,4.56
My Tripel 11/02/14,Belgian Tripel,8.51,37.93,4.67
Irlandalı Stout(goffin),Irish Extra Stout,6.25,39.3,35.24
Cinnamon Bun Stout,Sweet Stout,7.52,11.8,47.04
Tettnanger Pilsner SMaSH,German Pilsner (Pils),4.82,55.63,3.12
Falconer's Flight IPA,American IPA,6.21,73.94,6.08
Dust Of The Living Dead,American Pale Ale,6.55,56.06,8.18
Dirty Banana Bock,Weizenbock,7.6,27.34,8.02
#0008 Oatmeal Stout,Oatmeal Stout,5.97,88.42,48.31
Falcon Smash IPA,American IPA,6.66,53.83,6.3
Raspberry Amber,Fruit Beer,5.31,18.74,11.89
Margarita Gose,Gueuze,4.78,12.97,3.85
Green Flash West Coast IPA (Clone),American IPA,7.23,101.62,9.15
Sweet Oat Stout,American Stout,14.33,0,40
New Red,Flanders Brown Ale/Oud Bruin,6.24,30.93,19.15
Hefeweizen,Weissbier,5.4,73.82,4.55
Vienna Lager,Vienna Lager,5.09,24.75,11.09
Oktoberfest,Oktoberfest/Märzen,5.38,34.04,11.51
Sweet Mead,Sweet Mead,13.85,0,5.5
Half Nelson Imperial IPA,Imperial IPA,7.29,205.88,10.03
Adnams - Mosaic Pale Ale Clone,American Pale Ale,5,40.5,6.31
Shiner Cheer,American Light Lager,5.48,9.36,15.62
Coffee Bock,Doppelbock,8.41,15.44,25.38
American Blonde Ale,American Pale Ale,5.16,20.65,4.86
Locomotive From Vienna,California Common Beer,4.68,31.37,10.74
Experimental Brew III - IPA - Single Hop W/ Northern Brewer,American IPA,6.22,74.17,8.69
Citra Double IPA (Clone) Kern River Brewing,American IPA,7.58,84.65,6.23
Blueberry Wheat,Fruit Beer,6.15,11.86,4.19
Abandon Ship Rum Barrel Stout,Wood-Aged Beer,6.45,29.83,40
Maple Weizenbock,Weizenbock,8.71,25.72,12.66
Citra Galaxy Brain,American IPA,6.32,70.64,7.89
Martin Luther's German Brew,No Profile Selected,4.97,37.66,3.77
Orange Vanilla Carmel Cream Ale,Cream Ale,6.54,16.64,6.95
Strawberry-Rhubarb Hefeweizen,No Profile Selected,3.5,11.54,6.4
Hazy Mango,Specialty IPA: New England IPA,5.54,34.85,3.88
For The Ladies,Fruit Beer,7.86,72.57,8.73
Tropicalia IPA - Creature Comforts,American IPA,5.59,65.46,4.97
Happiness Factor Holiday Ale,Belgian Dark Strong Ale,11.34,13.21,16.56
Vic Secret Single Hop IPA,American IPA,6.68,54.8,9.1
Belgian Golden Ale,Belgian Golden Strong Ale,7.39,13.05,4.53
PFriem Pilsner,Czech Pale Lager,5.08,27.7,3.84
Chocholate Peanut Butter Porter,Robust Porter,5.9,29.45,28.53
Belgian Blonde Ale (BBA),Belgian Blond Ale,6.28,23.78,4.91
Cherry Saison,Saison,6.27,30.47,4.48
#05 Two Captains / Humlehelvete,American IPA,7.76,225.54,11.45
Galaxy Red-X SMaSH,American IPA,6.07,64.04,14.96
Aussie Blond,Specialty Beer,4.42,24.81,4.39
Keto Pale,American Pale Ale,4.44,32.55,3.36
Blackberry Melomel,Other Fruit Melomel,14.06,0,5.56
EBH Morning Sun IPA,American IPA,7.17,65.31,9.16
Yellowhouse Wheat Lager,Vienna Lager,5.01,28.24,10.33
Founders Porter Clone,Robust Porter,6.75,48.1,49.32
Orange Crush Ale,Specialty Beer,7.36,23.13,5.15
LemonRye 11 BBL,American Wheat or Rye Beer,5.24,25.09,3.51
Founders Porter Clone,Robust Porter,6.75,48.1,49.32
Oktoberfest,Oktoberfest/Märzen,4.97,36.28,16.61
Simple Hefeweizen,Weizen/Weissbier,5.2,14.15,4.98
Tropical Torpedo Clone,American Pale Ale,6.56,55.85,8.28
Altbier 2,Altbier,5.14,35.72,16.77
Whiskey Throttle,Russian Imperial Stout,8.22,62.21,49.99
Never Fail Pale Ale,American Pale Ale,5.24,31.59,5.73
Kleppa IPA(FyrOgFlamme),American IPA,5.75,63.74,7.54
Lime Amber Cerveza (8),American Amber Ale,5.97,20.02,16.19
Hopped Amber,American Amber Ale,5.42,27.22,15.23
Bakke Brygg Berliner Weisse 22L,Berliner Weisse,5.47,8.01,3.88
Long Trail Ale Clone,North German Altbier,4.11,31.17,8.58
Bakke Brygg Krydret JuleAle 2014 20 L Speidel,Holiday/Winter Special Spiced Beer,7.19,36.88,30.33
Saison Riesling 1.5 BBL,Saison,6.57,22.91,5.73
Johan The Fisherman - Saison De Noel,Belgian Dark Strong Ale,10.52,23.09,18.58
Brown Sugar BoPils,Bohemian Pilsener,5.18,40.73,4.74
Hazelnut Coffee Kolsh,Kölsch,5.52,22.94,4.21
Stone Ruination Double IPA,Imperial IPA,7.07,289.36,4.75
Second Fiddle Inspired Rev 1,American IPA,6.3,88.13,8.49
S'Mores Brown Ale,American Amber Ale,5.03,39.86,21.13
Second Fiddle Inspired Rev 1,American IPA,6.3,88.13,8.49
Samichlaus,Doppelbock,14.54,28.21,30.69
S'Mores Brown Ale,American Amber Ale,5.03,39.86,21.13
Burn Em Out Smoked Stout,American Stout,6.77,37.8,40
Pacific IPA,American Pale Ale,5.62,94.92,10.19
Zanzibar Chocolate Espresso Imperial Stout,Russian Imperial Stout,8.02,66.86,40
Blonde Bomb,Blonde Ale,4.55,55.27,2.67
Bohemian Dunkel,Czech Dark Lager,5.16,24.67,11.83
TBM Iron Maiden Wheat,American Pale Ale,5.46,42.96,8.54
Chimay Blue Clone,Belgian Dark Strong Ale,10.77,3.15,26.6
Muh Kolsch,Kölsch,4.89,27.38,7.67
Kristöffersonner,Munich Dunkel,5.12,22.71,18.22
All Grain Saison (Lychee & Ginger),Saison,5.75,28.67,3.75
#21 - BIAB Cherry Stout,American Stout,6.3,30.75,41.11
Citra Simcoe Blonde Ale,American Pale Ale,4.89,47.69,4.61
Kellens Belgian,Belgian Dubbel,6.47,24.65,16.08
Barleywine,American Barleywine,13.1,106.53,14.94
Orange Julius,Specialty Beer,5.86,74.83,4.53
Haffenreffer Private Stock Malt Liquor,Premium American Lager,6.46,17.99,4.05
General Tao's Chocolate Coffee Sweet Stout,Sweet Stout,5.67,26.32,40
Imperial Chocolate Stout,Russian Imperial Stout,8.38,64.77,50
Hoppy American Wheat,American Pale Ale,5.87,36.73,7.22
Dunkel Graff,Dunkelweizen,9.17,24.87,21.83
Session Even Keel,Special/Best/Premium Bitter,4,49.45,6.97
Saison Double Batch,Specialty IPA: New England IPA,6.11,17.63,3.72
Schiefloes Black IPA (7 Fjell - Svartediket Clone),Imperial IPA,7.05,89.06,23.12
Something Something Moby Dick White Stout,American Stout,6.38,53,7.43
Red IPA,Specialty IPA: Red IPA,6.62,86.06,16.56
Old Ale For Barrel,Old Ale,9.35,55.79,20.63
Who's In The Garden Grand Cru,Belgian Golden Strong Ale,5.83,24.08,3.37
Hop Bursted American Red,Specialty IPA: Red IPA,6.14,54.67,18.11
Mosaic Double IPA,Double IPA,7.73,91.59,8.11
Sleigh'r Clone (double Alt),Altbier,7.26,60.93,19.71
Kolonel Kölsch,Kölsch,5.07,23.64,3.54
3 Herremenn Weissbier,Dunkelweizen,5.95,15.06,4.87
African Queen IPA,American IPA,6.51,94.03,8.16
#19 Thomas Hardy's Ale (Clone),English Barleywine,14.47,18.71,20.64
DHS Trooper (Robinsons),British Strong Ale,5.18,57.05,13.58
Farmhouse Ale,Saison,8.32,26.2,7.5
Wild Rosey,American Stout,6.45,39.94,32.45
Raspberry Wheat,American Wheat or Rye Beer,5.33,17.29,3.54
Irish Red Ale!!!,Irish Red Ale,4.67,22.86,19.85
April's Oreo Stout,American Stout,6.8,30.6,46.76
Dags Sierra Pale Ale Klone,American Pale Ale,6.04,42.28,10.09
Brasino Dubbel,Belgian Dubbel,7,20.72,24.5
American Pale Ale,American Pale Ale,5.43,26.9,4.69
Sugar Maple Winter Harvest Ale (with Butternut Squash),Spice Herb or Vegetable Beer,7,48.3,22.9
Chocolate Mint Milk Stout,Sweet Stout,6.12,19.85,37.37
Clone - Black Butte,Robust Porter,5.27,28.37,29.35
Easy IPA,American IPA,5.3,62.53,7.95
Bolt IPA²,Imperial IPA,7.73,127.07,12.21
Dreaded  Summer Kolsch,Kölsch,5.88,19.07,3.38
Nøgne Ø Vic Secret,American IPA,7.1,94.66,6.72
BOO!!!   Aka  Big Ol' Octoberfest,Oktoberfest/Märzen,6.91,36.39,9.8
Dubbel #1,Belgian Dark Strong Ale,8.58,21.07,17.27
The Dark Knight,Belgian Dark Strong Ale,8.57,29.54,27.76
New Zealand Pale Ale,Standard/Ordinary Bitter,4.59,36.26,8.79
Oktoberfest Lager,Märzen,4.74,21.16,15.82
Adam's First Barley Wine,English Barleywine,11.31,39.26,31.54
Bruhaha - THC (Cannabis) Beer,Belgian Tripel,8.62,43.26,6.03
Bruhaha - THC (Cannabis) Beer,Belgian Tripel,8.62,43.26,6.03
Magic Hat #9 Clone,No Profile Selected,6,16.27,7.26
Copper Kettle Mexican Chocolate Stout,Spice Herb or Vegetable Beer,7.41,45.81,38.71
Pabst Blue Ribbon WW2,American Light Lager,4.83,12.28,2.25
Kettle Soured Leipziger Gose Recipe,Gose,4.82,4.93,5.2
Top Knot,Blonde Ale,4.47,14.29,3.59
Gingerbread Milk Stout,Sweet Stout,7.02,40.27,46.14
Agave Wheat,American Wheat or Rye Beer,4.8,24.44,3.55
Peche,Fruit Lambic,5.25,13.63,5.25
Belma IPA,American IPA,7.59,69.9,10.32
Juniper Ale,American Pale Ale,5.54,39.52,6.98
Spontan Cyser,Cyser (Apple Melomel),15.89,0,5.14
Ich Bin Ein Berliner-Weisse,Berliner Weisse,3.1,1.54,2.59
Everard's Tiger Clone,Special/Best/Premium Bitter,4.07,33.52,11.12
Blue Moon Clone,Witbier,5.64,14.33,4.57
Plum Mead,Semi-Sweet Mead,10.34,0,4.5
Good Twin Amber Ale (Gluten Free),American Amber Ale,9.02,39.2,9.68
Electric Munich Helles,Munich Helles,6.45,19.68,3.97
Champale,Extra Special/Strong Bitter (ESB),5.11,28.36,13.94
CascadeMagnum IPA,American IPA,6.82,59.28,7.04
Bourbon Barrel Black Gose,Specialty Beer,4.52,3.86,38.25
Smoked Braggot,Braggot,16.3,46.85,18.62
Rasputin's Blood (Special Brew),Specialty Beer,10,28.57,40
Zwickel_I,German Pils,4.68,23.43,3.59
Smoke Stone Smoked Vanilla Porter 2014,Baltic Porter,6.86,24.01,28.43
Hopville Conversion,American IPA,6.18,41.61,11.33
Townsends Ginger Beer,Alternative Sugar Beer,4.05,0,13.57
Blue Moon Clone,Weissbier,5.32,9.72,4.34
Call Me Grainy (Brewie),Weissbier,7.52,24.21,6.57
Stone IPA Clone - Braumeister 20l,American IPA,7.22,75.21,3.74
Triple Dry Hop Double IPA,Imperial IPA,8.35,93.8,8.85
Caroline's Scotch Ale,Wee Heavy,8.6,28.44,23.12
Dirty Brown Arse,American Brown Ale,5.55,21.82,20.41
Arpacık 1,British Brown Ale,5.03,27.53,20.91
River Runners Pale Ale,American Pale Ale,5.21,45.44,4.86
Mosaic Single Hop Dry Hop Ale,American Pale Ale,4.66,39.5,4.98
London Porter,Brown Porter,4.23,25.56,29.77
3 Monts Biere De Garde,Bière de Garde,8.51,14.19,13.47
Amber Alert U.S. Amber Ale,American Amber Ale,5.13,28.42,16.85
Coconut-Key Lime Ale,Fruit and Spice Beer,5.4,21.25,3.79
Chocolate Peanut Butter Porter,Brown Porter,4.87,26.68,26.73
Farmhouse,Bière de Garde,8.16,18.16,5.94
Surly Furious Clone,American IPA,5.28,113.98,17.2
Budweiser Ver2 2007,American Light Lager,4.49,15.42,2.65
Belgisk Quadruppel (140 L),Belgian Dark Strong Ale,10.51,27.55,30.38
Oktoberfest,Oktoberfest/Märzen,4.77,24.91,8
Tropical Lager,American Lager,5.29,44.18,6.56
Berliner Weisse Kettle Sour,Berliner Weisse,3.08,4.14,2.31
Saison V2,Saison,7.07,22.62,3
Raspberry Berliner,Berliner Weisse,4.23,4.41,3.48
Conrad's Oatmeal Milk Stout,Sweet Stout,5.26,34.16,39.33
Spice Beer - Birch Ale,American Wheat or Rye Beer,6.3,25.62,11.27
Cascade Mosaic IPA,American IPA,7.02,52.53,10.11
Cutting Tiles Clone,American IPA,9.38,78.44,6.3
MacEanruig's Wild Highlander,Strong Scotch Ale,13.99,25.08,24.59
Kjeller 5 Cascadian Pale Ale 20l,American Pale Ale,5.52,38.58,5.66
New Zealand Pilsner,International Pale Lager,5.31,40.79,3.64
Roggenbier,Roggenbier,5.47,19.95,17.46
Kim Loves Cider,English Cider,3.32,0,1.65
Citra/Amarillo Pale,American Pale Ale,4.94,42.48,7.19
Kern River D-I-P-A,American IPA,7.92,75.54,6.33
Camp Wit Beer,Witbier,3.25,16.71,3.31
NZ Pale Ale,Australian Sparkling Ale,4.5,36.44,4.66
Cream Ale,Cream Ale,4.3,19.42,3.44
XBEER RED WEIZEN,Weissbier,6.07,11.24,10.68
Cherry Belgian Ale,Belgian Specialty Ale,6.12,22.93,29.38
05A1. German Leichtbier,German Leichtbier,3.18,24.2,3.87
1554 Clone 5G,Schwarzbier,5.24,26.91,27.65
Belgian Chocolate Stout,Sweet Stout,7.58,25.22,38.03
Bitter,Best Bitter,4.65,30.52,11.82
(Dark Saison),Saison,5.82,33,29.01
Pine Drops Clone,American IPA,6.88,55.34,6.48
Citra IPA,American IPA,6.37,46.51,12.13
IPA Lager Hybrid,California Common Beer,4.18,35.37,6.13
Irish Stout,Dry Stout,5.72,71.06,27.42
AIH Summer Shandy,Blonde Ale,5.09,15.64,3.54
Cream Ale,Cream Ale,6.11,19.01,2.85
Belgian Golden,Belgian Golden Strong Ale,7.74,25.17,15.4
Dunkelweisen,Dunkelweizen,5.02,18.91,10.9
Pecan Pie Porter,American Porter,7.15,20.74,36.75
Christmas Wheat,Holiday/Winter Special Spiced Beer,4.37,19.97,5.31
DUNKEL,Czech Dark Lager,5.15,18.76,30.17
Stone Ruination 10th Anniversary Clone,Imperial IPA,10,303.72,6.96
EBH MSB: Marcus' Stupid Bitter,Open Category Mead,1.44,16.03,2.81
Chocolate Coconut Coffee Stout,Sweet Stout,5.15,33.18,50
Big Beautiful Brunette,American Brown Ale,5.25,35.93,21.45
2016 Russian Imperial Stout,Imperial Stout,12.14,72.37,46.97
Chamomile Honey Wheat,Weizen/Weissbier,6.44,23.87,5.41
NEIPA,American IPA,6.3,47.6,6.29
Hoppy Pils 2,German Pilsner (Pils),5.76,48.34,4.24
Stagger Lee,Specialty IPA: Brown IPA,6.47,61.09,25.29
Amber Ale (gluten Free),American Amber Ale,5.01,26.99,15.41
Robust Chocolate Porter (Patio 1812),Robust Porter,6.81,27.93,48.65
Single Hop Amarillo Barleywine,American Barleywine,10.08,77.39,13.36
2 Boilhemian Pilsner   2\15\12,Bohemian Pilsener,5.18,39.96,4.53
Fat Tire Clone,American Amber Ale,5.34,25.41,11.03
Hazelnut Milk Stout,Sweet Stout,6.58,30.51,40
Chocky Liquorice Stout,Dry Stout,4.55,32.93,32.76
Dogfish Head Indian Brown Ale Clone - #2,American Brown Ale,6.34,46.33,23.8
Samuel Adams Boston Ale,American IPA,6.21,54.07,10.13
Patersbier,Belgian Pale Ale,4.76,24,3.5
Double Dead Guy Clone,American Barleywine,9.64,67.12,10.16
Samuel Adams Boston Ale,American IPA,6.21,54.07,10.13
BIAB Lager In Design,Standard American Lager,6.56,10.05,4.41
(2017-03-23) EZ Action Lager (NHC FINALS),American Lager,4.96,19.07,3.06
Yellow Rose Clone,American IPA,6.97,60.04,5.46
Ron's Roggenbock,Weizenbock,9.32,17.65,19.83
119 BrewDog Hazy Jane IPA,Specialty IPA: New England IPA,7.19,11.06,7.1
Berliner Weisse,Berliner Weisse,3.29,5.81,2.4
Bourbon Oaked Scottish Ale,Scottish Light 60/-,5.95,18.43,15.34
Linns Brown Ale,Northern English Brown,4.98,26.2,17.44
Citra Blonde Ale V2.3,Blonde Ale,5.06,16.09,5.49
Bombastic Bigtastic IPA,American IPA,6.68,42.96,14.76
Industrial Arts Wrench,American Pale Ale,6.61,0,4.41
Kombucha,American Light Lager,0.97,0,0
American Pale Ale,American Pale Ale,5.49,34.71,11.06
(German Pale Ale),California Common Beer,5.06,33.19,8.41
New England IPA,American IPA,6.2,61.32,5.82
Red IPA,American IPA,6.55,48.52,25.47
B. Golden Strong Ale,Belgian Golden Strong Ale,8.37,30.57,3.77
Session Stout,Dry Stout,3.97,34.31,35.77
Big Honkin' Stout,American Stout,6.56,19.87,40
UBX - Belgian Strong Golden Ale,Belgian Golden Strong Ale,7.51,29.01,5.57
Ghost Pepper Ale V3,Old Ale,9.59,42.31,19.13
Old Crafty Hen (Clone),Extra Special/Strong Bitter (ESB),6.53,44.72,15.6
Rhinegeist Zen Clone,American Pale Ale,4.8,45.06,5.3
Colorado Baby Hibiscus Pale Ale,American Pale Ale,5.84,38.1,4.89
Ubu Clone,American Brown Ale,6.58,54.05,50
Bramling Cross ESB,Strong Bitter,5.16,32.12,12.13
Bengali IPA Clone,American IPA,6.54,69.82,8.34
American Black Ale,Specialty IPA: Black IPA,7.15,87.79,34.84
Lemongrass Wheat,Weissbier,5.24,12.66,3.2
Cream Ale,Cream Ale,5.6,13.97,3.13
On Deck - Sherlock's Sweet Stout - V2 - For Barrel Project OTMP,Sweet Stout,8.99,25.71,45.95
Elf Hunter Barleywine,English Barleywine,9.56,65.55,17.39
Rye Beer,Roggenbier (German Rye Beer),5.44,34.59,13.42
Doofenshmirtz Weiss,Weizen/Weissbier,5.44,18.08,3.95
El Dorado IPA,American Pale Ale,5.48,53.28,4.96
XXX STOUT,Irish Extra Stout,7.65,35,49.13
Kolsch,Kölsch,4.45,26.56,3.71
XXX STOUT,Irish Extra Stout,7.65,35,49.13
Episode 003 - Cumberland Blues Ale,Northern English Brown,5.01,22.75,17.19
Kolsch,Kölsch,4.45,26.56,3.71
Dirty Little Freak Clone,British Brown Ale,5.81,23.91,21.66
East Coast LA Lager,American Lager,4.56,26.72,9.29
Goose Island Honkers Ale Clone,Ordinary Bitter,4.3,31.23,8.79
Wee Heavy,Scottish Heavy,8.67,18.23,16.81
Oppigards Indian Tribute Clone,American IPA,6.58,69.19,7.72
Caribou Slobber,American Brown Ale,5.06,43.61,19.72
Underground,English IPA,5.32,50.13,7.05
Imperial Wheat Stout,Imperial Stout,9.07,63.85,46.66
Scottish 60 Shilling Ale,Scottish Light 60/-,2.9,22.05,14.05
Soul Citras RPA,Specialty IPA: Rye IPA,5.76,69.62,7.55
Moro Ookko Päissään Sorbus Double IPA,Imperial IPA,8.42,215.98,7.93
Toasted Porter,English Porter,4.8,25.31,27.78
Cluster IPA,American IPA,6.39,41.17,15.33
Citrus Pale Ale 3.5%,American Pale Ale,3.5,33.74,5.7
Almost Hopslam IIPA,American IPA,9.21,175.71,6.9
Caramel Honey Wheat - One Gallon,Dunkles Weissbier,7,11.67,18.98
Mojito Beer,American Pale Ale,6.23,37.45,4.42
"Easter Bunny ""Hopped"" To The ""Summit"" In  ""Cascade"" Of IPA",American IPA,5.34,227.91,8.03
CRANBERRY SAUCE IPA,American IPA,6.62,57.71,6.2
Brasserie Dieu Du Ciel! Rosee D'hibiscus,Witbier,5.6,15.42,3.67
Beet Stout,American Stout,7.07,51.03,40
Centennial Red IPA,American IPA,5.26,95.25,14.35
Roggenbier Ale,Roggenbier (German Rye Beer),5.48,15.98,18.02
Count Chocula Milk Stout,American Stout,5.36,34.15,33.24
There Gose Sea Breeze,Specialty Beer,6.3,12.85,4.55
Red Oktober,Irish Red Ale,4.12,18.93,12.58
Rye Bock,Maibock/Helles Bock,6.59,26.44,6.54
Weizenbock,Weizenbock,7.14,20.28,18.09
Haze Craze NEIPA - 5.5Gal,American IPA,6.59,51.4,4.95
Odell's Isolation Ale Clone,British Brown Ale,6.31,28.01,15.47
Bombastic Dark Cinnamon Wheat,American Wheat or Rye Beer,4.21,19.16,40
Tropical Stout,Tropical Stout,7.2,45.21,49.1
Trillium Brewing - Fort Point,American Pale Ale,5.98,30.16,4.62
Irish Red,Irish Red Ale,4.22,24.66,11.7
Hallertau Wheat,American Wheat Beer,5.28,22.7,4.25
Cascade APA,American Pale Ale,6.48,34.59,5.18
DeKoninck Clone,Belgian Pale Ale,4.78,28.71,8.89
Surly Bender,American Brown Ale,5.18,31.07,24.3
CaveMead,Semi-Sweet Mead,14.88,0,5.78
Avery Hog Heaven,American Barleywine,8.14,36.81,16.69
Panty Dropper Pumpkin,Autumn Seasonal Beer,9.6,44.08,15.38
Rimrock Brewers' Guild Oktoberfest #1,Oktoberfest/Märzen,5.25,20.29,12.93
007 Single Hop IPA,American IPA,6.89,58.94,6.11
R.I.P. Ale,American IPA,6.42,59.86,8.42
Big Bav. Heffe,Wood-Aged Beer,6.99,25.1,11.16
FOUR SEASONS MARZEN,Oktoberfest/Märzen,5.4,27.33,10.13
Award-winning APA,American Pale Ale,6,37.6,10.82
Smokey Oktober,Oktoberfest/Märzen,5.36,35.36,18.75
Bakke Brygg Belgisk Amber Ale 20L,Belgian Specialty Ale,5.21,28.97,8.23
Helles Bock за конкурса,Helles Bock,7.1,24.62,7.91
Zwickel Clone,Kellerbier: Pale Kellerbier,5.01,18.95,5.32
Čeh #2 Magnum + Sladek,British Golden Ale,4.57,26.5,4.08
Mandarina Bavaria Belgian Wit,Witbier,3.32,15.02,4.95
Bakke Brygg Schwartzbier 20 L,Schwarzbier,5.61,29.45,30.66
Victory Hop Devil Clone,American IPA,7.15,65.83,9.47
Winter Colony (Sam Adams Winter Lager Clone),Traditional Bock,6.95,24.53,16.5
2-row SMaSH With Hallertau Brewed 06-26-2014,Blonde Ale,5.24,25.32,3.59
Mandarina Bavaria Belgian Wit,Witbier,3.32,15.02,4.95
Victory Hop Devil Clone,American IPA,7.15,65.83,9.47
"Lionheart""s Wee Heavy Extract",Strong Scotch Ale,9.13,17.29,31.93
DRH's Apple/Cranberry Cider,Other Specialty Cider or Perry,3.71,0,13.39
Vickies Weiss V 2,American Wheat Beer,5.8,34.86,3.73
Joe's Dunkelweizen,Dunkelweizen,5.63,18.6,20.46
Rose Blonde Ale,Belgian Blond Ale,6.46,20.92,4.67
Beck's Light Style Lager (Original),German Pilsner (Pils),3.9,37.45,4.21
Guinness Clone,Dry Stout,4.91,31.05,39.71
Chocolate Orange Oatmeal Stout,Dry Stout,6.1,67.85,37.55
IPL,American IPA,6.98,51.29,5.37
Fall IPA,American IPA,5.87,46.05,12.06
Old Dog,Old Ale,7.61,44.96,14.04
Blueberry PaleAle,American Pale Ale,4.66,30.08,8.2
Fruity IPA,American IPA,6.55,64.25,6.07
Extra Pale Ale,American Pale Ale,7.96,48.53,9.92
# 13 Alaskan Winter Ale Clone #2,American Amber Ale,6.08,38.63,16.07
Oat Graff Experiment #2,Other Specialty Cider or Perry,5.59,2.19,4.1
Pecan Porter,American Porter,6.42,36.52,42.05
Coniston Bluebird,Ordinary Bitter,3.31,40.71,5.49
Belgian Golden Shower,Belgian Golden Strong Ale,7.59,25.88,5.8
Jarl Clone,American Light Lager,3.84,38.18,2.71
Key Lime I P A,Fruit Lambic,5.32,49.64,3.57
Foundation Epiphany Clone,Double IPA,8.59,84.09,10.1
Sussex Bitter,Special/Best/Premium Bitter,4.12,35.48,6.51
2015 - 5/3 - Gose,Specialty Beer,5.25,10.9,4.82
Belgian Pale Ale,Belgian Pale Ale,5.81,21.95,12.41
American Saison,Specialty Beer,6.8,22.55,3.48
Belgium Tripel Imperial IPA,Belgian Specialty Ale,7.41,41.19,6.1
Munich Helles,Munich Helles,4.93,19.28,3.56
Vanilla Oatmeal Stout,Oatmeal Stout,5.78,34.71,36.82
Brown Eye Pale Ale,Specialty IPA: Black IPA,7.39,79.08,28.5
Juleøl 2013,Holiday/Winter Special Spiced Beer,8.97,35.63,38.53
Rye Stout,American Stout,6.88,51.42,41.18
238 Brewing Amber Red,American Amber Ale,5.15,34.41,17.81
